Simulated discharge(m3/s) at the outlet - regular timestep    1.00 hours. Simulated discharge is the mean value over the timestep with the date at the end of the timestep
Date_yyyy/mm/dd_hours(iso8601format),Time(hours),Outlet-Discharge
2003-01-19T23:00:00,455.000,.91899
2003-01-20T00:00:00,456.000,.88926
2003-01-20T01:00:00,457.000,.86123
2003-01-20T02:00:00,458.000,.83507
2003-01-20T03:00:00,459.000,.81084
2003-01-20T04:00:00,460.000,.78850
2003-01-20T05:00:00,461.000,.78651
2003-01-20T06:00:00,462.000,.82115
2003-01-20T07:00:00,463.000,.96447
2003-01-20T08:00:00,464.000,1.23668
2003-01-20T09:00:00,465.000,1.61696
2003-01-20T10:00:00,466.000,2.11477
2003-01-20T11:00:00,467.000,2.74103
2003-01-20T12:00:00,468.000,3.09033
2003-01-20T13:00:00,469.000,3.28036
2003-01-20T14:00:00,470.000,3.56172
2003-01-20T15:00:00,471.000,3.65859
2003-01-20T16:00:00,472.000,3.51291
2003-01-20T17:00:00,473.000,3.24713
2003-01-20T18:00:00,474.000,2.98852
2003-01-20T19:00:00,475.000,2.72588
2003-01-20T20:00:00,476.000,2.51072
2003-01-20T21:00:00,477.000,2.30097
2003-01-20T22:00:00,478.000,2.11264
2003-01-20T23:00:00,479.000,1.95856
2003-01-21T00:00:00,480.000,1.82110
2003-01-21T01:00:00,481.000,1.70100
2003-01-21T02:00:00,482.000,1.59454
2003-01-21T03:00:00,483.000,1.49972
2003-01-21T04:00:00,484.000,1.41495
2003-01-21T05:00:00,485.000,1.34220
2003-01-21T06:00:00,486.000,1.28095
2003-01-21T07:00:00,487.000,1.22221
2003-01-21T08:00:00,488.000,1.16780
2003-01-21T09:00:00,489.000,1.11764
2003-01-21T10:00:00,490.000,1.07368
2003-01-21T11:00:00,491.000,1.04561
2003-01-21T12:00:00,492.000,1.03863
2003-01-21T13:00:00,493.000,1.04817
2003-01-21T14:00:00,494.000,1.12854
2003-01-21T15:00:00,495.000,1.29546
2003-01-21T16:00:00,496.000,1.51526
2003-01-21T17:00:00,497.000,1.66969
2003-01-21T18:00:00,498.000,1.72408
2003-01-21T19:00:00,499.000,1.70684
2003-01-21T20:00:00,500.000,1.66069
2003-01-21T21:00:00,501.000,1.59439
2003-01-21T22:00:00,502.000,1.53032
2003-01-21T23:00:00,503.000,1.46294
2003-01-22T00:00:00,504.000,1.39561
2003-01-22T01:00:00,505.000,1.33076
2003-01-22T02:00:00,506.000,1.26994
2003-01-22T03:00:00,507.000,1.21373
2003-01-22T04:00:00,508.000,1.16214
2003-01-22T05:00:00,509.000,1.11490
2003-01-22T06:00:00,510.000,1.07159
2003-01-22T07:00:00,511.000,1.03187
2003-01-22T08:00:00,512.000,.99539
2003-01-22T09:00:00,513.000,.96184
2003-01-22T10:00:00,514.000,.93098
2003-01-22T11:00:00,515.000,.90256
2003-01-22T12:00:00,516.000,.87637
2003-01-22T13:00:00,517.000,.85220
2003-01-22T14:00:00,518.000,.82988
2003-01-22T15:00:00,519.000,.81033
2003-01-22T16:00:00,520.000,.79680
2003-01-22T17:00:00,521.000,.78802
2003-01-22T18:00:00,522.000,.78179
2003-01-22T19:00:00,523.000,.77481
2003-01-22T20:00:00,524.000,.76777
2003-01-22T21:00:00,525.000,.75934
2003-01-22T22:00:00,526.000,.74918
2003-01-22T23:00:00,527.000,.73778
2003-01-23T00:00:00,528.000,.72587
2003-01-23T01:00:00,529.000,.71401
2003-01-23T02:00:00,530.000,.70254
2003-01-23T03:00:00,531.000,.69165
2003-01-23T04:00:00,532.000,.68140
2003-01-23T05:00:00,533.000,.67180
2003-01-23T06:00:00,534.000,.66282
2003-01-23T07:00:00,535.000,.65438
2003-01-23T08:00:00,536.000,.64646
2003-01-23T09:00:00,537.000,.63901
2003-01-23T10:00:00,538.000,.63198
2003-01-23T11:00:00,539.000,.62536
2003-01-23T12:00:00,540.000,.61913
2003-01-23T13:00:00,541.000,.61324
2003-01-23T14:00:00,542.000,.60768
2003-01-23T15:00:00,543.000,.60240
2003-01-23T16:00:00,544.000,.59741
2003-01-23T17:00:00,545.000,.59267
2003-01-23T18:00:00,546.000,.58818
2003-01-23T19:00:00,547.000,.58393
2003-01-23T20:00:00,548.000,.57989
2003-01-23T21:00:00,549.000,.57605
2003-01-23T22:00:00,550.000,.57239
2003-01-23T23:00:00,551.000,.56891
2003-01-24T00:00:00,552.000,.56559
2003-01-24T01:00:00,553.000,.56249
2003-01-24T02:00:00,554.000,.56049
2003-01-24T03:00:00,555.000,.56024
2003-01-24T04:00:00,556.000,.56093
2003-01-24T05:00:00,557.000,.57488
2003-01-24T06:00:00,558.000,.60061
2003-01-24T07:00:00,559.000,.62775
2003-01-24T08:00:00,560.000,.65063
2003-01-24T09:00:00,561.000,.66802
2003-01-24T10:00:00,562.000,.67876
2003-01-24T11:00:00,563.000,.68112
2003-01-24T12:00:00,564.000,.67789
2003-01-24T13:00:00,565.000,.67181
2003-01-24T14:00:00,566.000,.66442
2003-01-24T15:00:00,567.000,.65657
2003-01-24T16:00:00,568.000,.64871
2003-01-24T17:00:00,569.000,.64108
2003-01-24T18:00:00,570.000,.63374
2003-01-24T19:00:00,571.000,.62672
2003-01-24T20:00:00,572.000,.62002
2003-01-24T21:00:00,573.000,.61362
2003-01-24T22:00:00,574.000,.60752
2003-01-24T23:00:00,575.000,.60169
2003-01-25T00:00:00,576.000,.59613
2003-01-25T01:00:00,577.000,.59617
2003-01-25T02:00:00,578.000,.61861
2003-01-25T03:00:00,579.000,.70899
2003-01-25T04:00:00,580.000,1.14049
2003-01-25T05:00:00,581.000,3.00325
2003-01-25T06:00:00,582.000,7.25479
2003-01-25T07:00:00,583.000,9.09395
2003-01-25T08:00:00,584.000,8.50406
2003-01-25T09:00:00,585.000,7.63771
2003-01-25T10:00:00,586.000,7.01540
2003-01-25T11:00:00,587.000,6.60707
2003-01-25T12:00:00,588.000,5.99261
2003-01-25T13:00:00,589.000,5.31403
2003-01-25T14:00:00,590.000,4.71025
2003-01-25T15:00:00,591.000,4.18307
2003-01-25T16:00:00,592.000,3.72629
2003-01-25T17:00:00,593.000,3.32552
2003-01-25T18:00:00,594.000,3.01493
2003-01-25T19:00:00,595.000,2.72223
2003-01-25T20:00:00,596.000,2.47583
2003-01-25T21:00:00,597.000,2.27415
2003-01-25T22:00:00,598.000,2.09440
2003-01-25T23:00:00,599.000,1.93493
2003-01-26T00:00:00,600.000,1.79412
2003-01-26T01:00:00,601.000,1.67456
2003-01-26T02:00:00,602.000,1.56889
2003-01-26T03:00:00,603.000,1.47886
2003-01-26T04:00:00,604.000,1.45343
2003-01-26T05:00:00,605.000,1.46300
2003-01-26T06:00:00,606.000,1.54057
2003-01-26T07:00:00,607.000,1.66584
2003-01-26T08:00:00,608.000,1.78249
2003-01-26T09:00:00,609.000,1.86596
2003-01-26T10:00:00,610.000,1.94385
2003-01-26T11:00:00,611.000,2.04325
2003-01-26T12:00:00,612.000,2.18149
2003-01-26T13:00:00,613.000,2.34949
2003-01-26T14:00:00,614.000,2.47167
2003-01-26T15:00:00,615.000,2.50870
2003-01-26T16:00:00,616.000,2.47284
2003-01-26T17:00:00,617.000,2.39984
2003-01-26T18:00:00,618.000,2.30866
2003-01-26T19:00:00,619.000,2.20842
2003-01-26T20:00:00,620.000,2.10130
2003-01-26T21:00:00,621.000,1.99067
